GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
2022-03-05T00:00:00,5,0022100958,1610612757,POR,Portland,Trail Blazers,25-38,34,30,37,20,0,0,0,0,0,0,0,0,0,0,121
2022-03-05T00:00:00,5,0022100958,1610612750,MIN,Minnesota,Timberwolves,36-29,32,31,46,26,0,0,0,0,0,0,0,0,0,0,135
