GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
2022-03-16T00:00:00,8,0022101040,1610612760,OKC,Oklahoma City,Thunder,20-49,29,27,35,29,0,0,0,0,0,0,0,0,0,0,120
2022-03-16T00:00:00,8,0022101040,1610612759,SAS,San Antonio,Spurs,27-43,37,31,30,24,0,0,0,0,0,0,0,0,0,0,122
