GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,GAME_DATE_EST,HOME_TEAM_WINS,HOME_TEAM_LOSSES,SERIES_LEADER
2022100411,1612709924,1612709918,2022-03-17T00:00:00,2,1,Agua Caliente
