GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_NICKNAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS
2021-11-20T00:00:00,2,2052100070,1612709920,RAP,Raptors,905,3-1,23,31,27,29,0,0,0,0,0,0,0,0,0,0,110
2021-11-20T00:00:00,2,2052100070,1612709921,LIN,Long Island,Nets,2-4,23,36,23,32,0,0,0,0,0,0,0,0,0,0,114
